STTSTTSTT,"Nội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thôn","Nội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thônNội dung nhập, cập nhật dữ liệu về quy hoạch đô thị và nông thôn",Ghi chúGhi chúGhi chú
1.11.11.1,Mã định danh quy hoạch (Đối với các quy hoạch đã được khởi tạo mã định danh quy hoạch trong bước thẩm định nhiệm vụ quy hoạch)Mã định danh quy hoạch (Đối với các quy hoạch đãMã định danh quy hoạch (Đối với các quy hoạch đã  đượcđược  khởikhởi  tạotạo  mã địnhmã định  danhdanh  quyquy  hoạch tronghoạch trong  bướcbước  thẩmthẩm  định nhiệm vụ quy hoạch)định nhiệm vụ quy hoạch),[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
1.21.21.2,Tên quy hoạchTên quy hoạchTên quy hoạch,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
1.31.31.3,"Địa điểm quy hoạch (xã/phường, tỉnh/thành phố)ĐịaĐịa  điểmđiểm  quyquy  hoạch (xãhoạch (xã//phường,phường,  tỉnhtỉnh//thành phố)thành phố)","[Chọn tỉnh/thành phố, xã/phường hoặc nhập thông tin địa điểm quy hoạch đối với quy hoạch liên phường, liên xã][Chọn[Chọn  tỉnhtỉnh//thànhthành  phố, xãphố, xã//phườngphường  hoặchoặc  nhập thôngnhập thông  tintin  địađịa  điểmđiểm  quy hoạch đối với quy hoạch liên phường, liên xã]quy hoạch đối với quy hoạch liên phường, liên xã]",Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
1.41.41.4,Cấp độ quy hoạchCấp độ quy hoạchCấp độ quy hoạch,[Chọn cấp độ quy hoạch][Chọn[Chọn  cấpcấp  độđộ  quy hoạch]quy hoạch],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
1.51.51.5,Loại quy hoạchLoại quy hoạchLoại quy hoạch,[Chọn loại quy hoạch][Chọn loại quy hoạch][Chọn loại quy hoạch],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
1.61.61.6,"Trình tự lập, điều chỉnh quy hoạchTrình tự lập, Trình tự lập, điềuđiều chỉnh quy hoạch chỉnh quy hoạch",[Chọn loại lập mới hoặc điều chỉnh cục bộ hoặc điều chỉnh tổng thể][Chọn loại lập mới hoặc [Chọn loại lập mới hoặc điềuđiều  chỉnhchỉnh  cụccục  bộbộ  hoặc hoặc điềuđiều chỉnh tổng thể] chỉnh tổng thể],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
1.71.71.7,"Quy mô, diện tích lập quy hoạchQuyQuy  mô,mô,  diệndiện  tíchtích  lập quy hoạchlập quy hoạch",[Nhập dữ liệu (theo hecta)][Nhập[Nhập  dữdữ  liệuliệu  (theo hecta)(theo hecta)]],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
1.81.81.8,Dân sốDân sốDân số,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch (đối với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thốngCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu để khởi tạo mã định danh trên Hệ thống  thôngthông  tin vềtin về  hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạchhoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch  (đối(đối  với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)với các quy hoạch không yêu cầu lập nhiệm vụ quy hoạch)
222,Dữ liệu chi tiếtDữ liệu chi tiếtDữ liệu chi tiết,,
2.12.12.1,Cơ quan tổ chức lập nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch)Cơ quan tổ chức lập nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch),[Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)][Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)][Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.22.22.2,Cơ quan tổ chức lập quy hoạchCơ quan tổ chức lập quy hoạchCơ quan tổ chức lập quy hoạch,[Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)][Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)][Nhập dữ liệu hoặc Mã đăng ký kinh doanh (nếu có)],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.32.32.3,Cơ quan thẩm định quy hoạchCơ quan thẩm định quy hoạchCơ quan thẩm định quy hoạch,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.42.42.4,Cơ quan phê duyệt quy hoạchCơ quan phê duyệt quy hoạchCơ quan phê duyệt quy hoạch,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.52.52.5,Quy mô dân số dự báoQuy mô dân số dự báoQuy mô dân số dự báo,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.62.62.6,Thời hạn quy hoạchThời hạn quy hoạchThời hạn quy hoạch,[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.72.72.7,Số quyết định phê duyệt nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch)Số quyết định phê duyệt nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch)Số quyết định phê duyệt nhiệm vụ quy hoạch (đối với các quy hoạch có yêu cầu phải lập nhiệm vụ quy hoạch),[Số quyết định][Số quyết định][Số quyết định],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.82.82.8,Quy định quản lý theo quy hoạchQuy định quản lý theo quy hoạchQuy định quản lý theo quy hoạch,[Nhập file hồ sơ đã được chứng thực điện tử và file dữ liệu điện tử của hồ sơ theo quy định quản lý theo quy hoạch][Nhập file hồ sơ đã được chứng thực điện tử và file dữ liệu điện tử của hồ sơ theo quy định quản lý theo quy hoạch][Nhập file hồ sơ đã được chứng thực điện tử và file dữ liệu điện tử của hồ sơ theo quy định quản lý theo quy hoạch],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.92.92.9,Kế hoạch thực hiện quy hoạch chung (đối với quy hoạch chung)Kế hoạch thực hiện quy hoạch chung (đối với quy hoạch chuKế hoạch thực hiện quy hoạch chung (đối với quy hoạch chung)ng),[Đính kèm file được ký số hoặc Chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc Chứng thực bản sao điện tử từ bản chính][Đính kèm file được ký số hoặc Chứng thực bản sao điện tử từ bản chính],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.102.102.10,Quy chế quản lý kiến trúc trong phạm vi lập quy hoạch (nếu có)Quy chế quản lý kiến trúc trong phạm vi lập quy hoạch (nếu có)Quy chế quản lý kiến trúc trong phạm vi lập quy hoạch (nếu có),[Nhập file hồ sơ đã được chứng thực điện tử và file dữ liệu điện tử của quy chế quản lý kiến trúc][Nhập file hồ sơ đã được chứng thực điện tử và file dữ liệu điện tử của quy chế quản lý kiến trúc][Nhập file hồ sơ đã được chứng thực điện tử và file dữ liệu điện tử của quy chế quản lý kiến trúc],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.112.112.11,"Các nhiệm vụ quy hoạch, quy hoạch có liên quan (nếu có)Các nhiệm vụ quy hoạch, quy hoạch có liên quan (nếu có)Các nhiệm vụ quy hoạch, quy hoạch có liên quan (nếu có)","[Nhập mã định danh của các nhiệm vụ quy hoạch, quy hoạch có liên quan][Nhập mã định danh của các nhiệm vụ quy hoạch, quy hoạch có liên quan][Nhập mã định danh của các nhiệm vụ quy hoạch, quy hoạch có liên quan]",Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.122.122.12,Chủ nhiệm lập quy hoạchChủ nhiệm lập quy hoạchChủ nhiệm lập quy hoạch,[Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.132.132.13,Danh sách chủ trì các bộ môn thiết kế quy hoạchDanh sách chủ trì các bộ môn thiết kế quy hoạchDanh sách chủ trì các bộ môn thiết kế quy hoạch,[Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng][Nhập dữ liệu mã số chứng chỉ hành nghề hoạt động xây dựng],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
2.142.142.14,Thông tin khác (nếu có)Thông tin khác (nếu có)Thông tin khác (nếu có),[Nhập dữ liệu][Nhập dữ liệu][Nhập dữ liệu],
2.152.152.15,"Hồ sơ thẩm định quy hoạch, điều chỉnh quy hoạchHồ sơ thẩm định quy hoạch, Hồ sơ thẩm định quy hoạch, điềuđiều chỉnh quy hoạch chỉnh quy hoạch","Hồ sơ thẩm định quy hoạch, điều chỉnh quy hoạchHồ sơ thẩm định quy hoạch, Hồ sơ thẩm định quy hoạch, điềuđiều chỉnh quy hoạch chỉnh quy hoạch",
aaa,Cơ sở dữ liệu số cơ bảnCơ sở dữ liệu số cơ bảnCơ sở dữ liệu số cơ bản,"[các tệp tin (file) bản vẽ và văn bản được in ấn thành một phần của hồ sơ bản giấy không bao gồm các văn bản, tài liệu liên quan theo quy định của pháp luật về quy hoạch đô thị và nông thôn][các tệp tin (file) bản vẽ và[các tệp tin (file) bản vẽ và  vănvăn  bảnbản  đượcđược  inin  ấn thànhấn thành  mộtmột  phầnphần  củacủa  hồ sơhồ sơ  bảnbản  giấygiấy  khôngkhông  bao gồm các văn bản, tài liệu liên quan theo quy định củabao gồm các văn bản, tài liệu liên quan theo quy định của  pháppháp  luậtluật  vềvề  quy hoạchquy hoạch  đôđô  thịthị  vàvà  nông thôn]nông thôn]",Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch cóCơ quan tổ chức lập quy hoạch có  tráchtrách  nhiệmnhiệm  nhậpnhập  dữdữ  liệu trênliệu trên  HệHệ  thốngthống  thôngthông  tintin  về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhvề hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
bbb,Cơ sở dữ liệu số pháp lýCơ sở dữ liệu số pháp lýCơ sở dữ liệu số pháp lý,"[Các tệp tin (file) được số hóa, quét (scan) từ hồ sơ bằng bản giấy hoặc chứng thực điện tử theo quy định của pháp luật về quy hoạch đô thị và nông thôn][Các[Các  tệptệp  tintin  (file)(file)  được số hóa, quét (scan) từ hồ sơđược số hóa, quét (scan) từ hồ sơ  bằngbằng  bảnbản  giấygiấy  hoặc chứng thực điện tử theo quyhoặc chứng thực điện tử theo quy  địnhđịnh  củacủa  pháppháp  luậtluật về về  quyquy  hoạchhoạch  đôđô  thịthị  và nông thôn]và nông thôn]",Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch cóCơ quan tổ chức lập quy hoạch có  tráchtrách  nhiệmnhiệm  nhậpnhập  dữdữ  liệu trênliệu trên  HệHệ  thốngthống  thôngthông  tintin  về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhvề hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
ccc,Cơ sở dữ liệu số địa lý (GIS) quy hoạchCơCơ  sở dữ liệusở dữ liệu  sốsố  địađịa  lýlý  (GIS) quy hoạch(GIS) quy hoạch,[Các tệp tin (file) được chuyển đổi thành dữ liệu địa lý từ cơ sở dữ liệu gốc theo quy định của pháp luật về quy hoạch đô thị và nông thôn][Các[Các  tệptệp  tintin  (file)(file)  được chuyển đổi thành dữ liệu địađược chuyển đổi thành dữ liệu địa  lýlý  từtừ  cơcơ  sởsở  dữdữ  liệu gốcliệu gốc  theotheo  quyquy  địnhđịnh  của phápcủa pháp  luậtluật  vềvề  quyquy  hoạch đô thị và nông thôn]hoạch đô thị và nông thôn],Cơ quan tổ chức lập quy hoạch có trách nhiệm nhập dữ liệu trên Hệ thống thông tin về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhCơ quan tổ chức lập quy hoạch cóCơ quan tổ chức lập quy hoạch có  tráchtrách  nhiệmnhiệm  nhậpnhập  dữdữ  liệu trênliệu trên  HệHệ  thốngthống  thôngthông  tintin  về hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy địnhvề hoạt động xây dựng khi trình thẩm định nhiệm vụ quy hoạch theo quy định
333,Dữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tục,Dữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tục,Dữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tụcDữ liệu kết quả giải quyết thủ tục
3.13.13.1,"Thông báo kết quả thẩm định quy hoạch, điều chỉnh quy hoạchThông báo kết quả thẩm địnhThông báo kết quả thẩm định  quyquy  hoạch,hoạch,  điềuđiều chỉnh quy hoạch chỉnh quy hoạch","[Nhập số:.., ngày .... tháng .... năm...., cơ quan ban hành văn bản] [Đính kèm file được ký số hoặc được chứng thực bản sao điện tử từ bản chính][Nhậ[Nhậpp  số:..,số:..,  ngàyngày  .... tháng.... tháng  ........  năm....,năm....,  cơ quan ban hành văn bản] [Đínhcơ quan ban hành văn bản] [Đính  kèmkèm  filefile  đượcđược  kýký  sốsố  hoặchoặc  đượcđược  chứngchứng  thựcthực  bảnbản  sao điệnsao điện  tửtử  từ bản chính]từ bản chính]",
3.23.23.2,"Hồ sơ quy hoạch, điều chỉnh quy hoạch được đóng dấu thẩm định theo quy định của pháp luật về quy hoạch đô thị và nông thôn và hồ sơ điện tử kèm theoHồHồ  sơsơ  quyquy  hoạch,hoạch,  điềuđiều chỉnh chỉnh  quyquy  hoạchhoạch  được đóng dấu thẩm định theo quyđược đóng dấu thẩm định theo quy  địnhđịnh  củacủa  pháppháp  luậtluật về về  quyquy  hoạchhoạch  đôđô  thịthị  và nông thôn và hồ sơ điện tử kèm theovà nông thôn và hồ sơ điện tử kèm theo",,"Cơ quan tổ chức thẩm định quy hoạch có trách nhiệm, phối hợp với cơ quan tổ chức lập quy hoạch để cập nhật hồ sơ quy hoạch đã được thẩm định vào Cơ sở dữ liệu quốc gia về hoạt động xây dựngCơCơ  quanquan  tổtổ  chứcchức  thẩmthẩm  định quyđịnh quy  hoạchhoạch  cócó  tráchtrách  nhiệm, phối hợp với cơ quan tổ chức lập quy hoạch để cập nhật hồ sơnhiệm, phối hợp với cơ quan tổ chức lập quy hoạch để cập nhật hồ sơ  quyquy  hoạchhoạch  đãđã  đượcđược  thẩm địnhthẩm định  vàovào  CơCơ  sởsở  dữdữ  liệuliệu  quốc gia về hoạt động xây dựngquốc gia về hoạt động xây dựng"
