STTSTTSTT,Tên sản phẩmTên sản phẩmTên sản phẩm,Chỉ tiêu kỹ thuậtChỉ tiêu kỹ thuậtChỉ tiêu kỹ thuật,Mức yêu cầuMức yêu cầuMức yêu cầu,Phương pháp thửPhương pháp thửPhương pháp thử,"Phương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫu","Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)"
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,3. Tuổi thọ (*)3. Tuổi thọ (*)3. Tuổi thọ (*),"5.4.3, TCVN 7568-3:20155.4.3, TCVN 7568-3:20155.4.3, TCVN 7568-3:2015","5.4.2, TCVN 7568-3:20155.4.2, TCVN 7568-3:20155.4.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,4. Nóng khô (vận hành)4. Nóng khô (vận hành)4. Nóng khô (vận hành),"5.5.3, TCVN 7568-3:20155.5.3, TCVN 7568-3:20155.5.3, TCVN 7568-3:2015","5.5.2, TCVN 7568-3:20155.5.2, TCVN 7568-3:20155.5.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,"5. Nóng ẩm, có chu kỳ (vận hành)5. Nóng ẩm, có chu kỳ (vận hành)5. Nóng ẩm, có chu kỳ (vận hành)","5.8.3, TCVN 7568-3:20155.8.3, TCVN 7568-3:20155.8.3, TCVN 7568-3:2015","5.8.2, TCVN 7568-3:20155.8.2, TCVN 7568-3:20155.8.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,6. Ăn mòn SO2 (khả năng chịu đựng) (*)6. Ăn mòn SO6. Ăn mòn SO22 (khả năng chịu đựng) (*) (khả năng chịu đựng) (*),"5.11.3, TCVN 7568-3:20155.11.3, TCVN 7568-3:20155.11.3, TCVN 7568-3:2015","5.11.2, TCVN 7568-3:20155.11.2, TCVN 7568-3:20155.11.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,7. Rung lắc mạnh (vận hành)7. Rung lắc mạnh (vận hành)7. Rung lắc mạnh (vận hành),"5.12.3, TCVN 7568-3:20155.12.3, TCVN 7568-3:20155.12.3, TCVN 7568-3:2015","5.12.2, TCVN 7568-3:20155.12.2, TCVN 7568-3:20155.12.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,8. Va đập (vận hành)8. Va đập (vận hành)8. Va đập (vận hành),"5.13.3, TCVN 7568-3:20155.13.3, TCVN 7568-3:20155.13.3, TCVN 7568-3:2015","5.13.2, TCVN 7568-3:20155.13.2, TCVN 7568-3:20155.13.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,9. Rung hình sin (vận hành)9. Rung hình sin (vận hành)9. Rung hình sin (vận hành),"5.14.3, TCVN 7568-3:20155.14.3, TCVN 7568-3:20155.14.3, TCVN 7568-3:2015","5.14.2, TCVN 7568-3:20155.14.2, TCVN 7568-3:20155.14.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,10. Rung hình sin (khả năng chịu đựng) (*)10. Rung hình sin (khả năng chịu đựng) (*)10. Rung hình sin (khả năng chịu đựng) (*),"5.15.3, TCVN 7568-3:20155.15.3, TCVN 7568-3:20155.15.3, TCVN 7568-3:2015","5.15.2, TCVN 7568-3:20155.15.2, TCVN 7568-3:20155.15.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,11. Sự đồng bộ hóa (*)11. Sự đồng bộ hóa (*)11. Sự đồng bộ hóa (*),"5.20.3, 5.20.4 TCVN 7568-3:20155.20.3, 5.20.4 TCVN 7568-3:20155.20.3, 5.20.4 TCVN 7568-3:2015","5.20.2, TCVN 7568-3:20155.20.2, TCVN 7568-3:20155.20.2, TCVN 7568-3:2015","Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
2.4.10.2.4.10.2.4.10.,Chuông báo cháyChuông báo cháyChuông báo cháy,12. Suy hao tín hiệu tại hiện trường (***)12. Suy hao tín hiệu tại hiện trường (***)12. Suy hao tín hiệu tại hiện trường (***),4.2.14.2.14.2.1TCVN 7568-25:2023TCVN 7568-25:2023TCVN 7568-25:2023,8.2.28.2.28.2.2TCVN 7568-25:2023TCVN 7568-25:2023TCVN 7568-25:2023,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu n ≤ 1.000 thì lấy 10 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 20 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 30 mẫu;+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.+ Nếu n > 10.000 thì lấy 40 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.",8531.80.108531.80.108531.80.10
